Gene name	Transcript length (including UTRs and CDS)
PPT1	638
PPT1	588
PPT1	731
PPT1	507
AC025287.2	668
MATR3	4843
MATR3	575
MATR3	444
MATR3	573
MATR3	1530
MATR3	423
MATR3	2664
MATR3	3040
MATR3	447
MATR3	571
MATR3	377
MATR3	573
MATR3	2518
MATR3	4018
MATR3	561
MATR3	532
MATR3	2560
MATR3	564
MATR3	696
MATR3	770
MATR3	1001
MATR3	556
MATR3	7306
MATR3	558
MATR3	2250
MATR3	362
MATR3	642
MATR3	3134
FOS	2158
FOS	796
FOS	596
FOS	567
FOS	1402
FOS	629
FOS	1496
FOS	834
FOS	249
FOS	1280
CRHR2	2530
CRHR2	1787
CRHR2	1600
CRHR2	309
CRHR2	536
CRHR2	683
CRHR2	3131
CRHR2	3109
SEC23A	3813
SEC23A	4215
SEC23A	4135
SEC23A	2734
SEC23A	704
SEC23A	484
SEC23A	398
SEC23A	588
SEC23A	571
SEC23A	907
SEC23A	547
SEC23A	561
SEC23A	574
SEC23A	575
SEC23A	261
AL353705.1	480
SEC23A-AS1	500
ADD1	3059
ADD1	704
ADD1	671
ADD1	244
ADD1	3107
ADD1	1569
ADD1	491
ADD1	3206
ADD1	546
ADD1	4743
ADD1	445
ADD1	2394
ADD1	2361
ADD1	3787
ADD1	795
ADD1	5179
ADD1	1332
ADD1	423
ADD1	975
ADD1	3581
ADD1	594
ADD1	460
ADD1	406
ADD1	488
ADD1	507
ADD1	4045
ADD1	4079
ADD1	3745
PANX3	1667
AF111167.1	704
AF111167.1	569
AC006509.1	634
AL691403.1	678
AC215996.1	585
TRBV17	344
GRM8	4057
GRM8	3850
GRM8	910
GRM8	3240
GRM8	831
GRM8	3650
GRM8	1878
GRM8	843
GRM8	1247
GRM8	429
GRM8	365
GRM8	477
GRM8	647
GRM8	551
GRM8	1251
POTEKP	2688
AC010205.1	449
RDM1P3	579
ATAT1	2611
ATAT1	1476
ATAT1	2061
ATAT1	2646
ATAT1	2119
ATAT1	1728
ATAT1	1195
ATAT1	718
ATAT1	1527
ATAT1	400
ATAT1	691
ATAT1	929
AC110079.2	1512
AC110079.2	698
AC110079.2	525
AL139805.1	2433
NUTF2P3	384
H2AFVP1	531
H2AFVP1	373
AC091544.6	240
AC091544.7	361
GLP2R	1882
GLP2R	4572
GLP2R	2606
GLP2R	523
AOX2P	3284
AOX2P	1291
AOX2P	443
AOX2P	1473
YJEFN3	878
YJEFN3	2785
YJEFN3	995
PIK3C2G	2497
PIK3C2G	4559
PIK3C2G	4764
PIK3C2G	625
PIK3C2G	307
PIK3C2G	4963
PIK3C2G	4840
AC018866.1	324
AC018866.1	470
TSSK6	1519
TSSK6	878
TSSK6	1467
AC092670.1	78
SUV39H1	2871
SUV39H1	778
SUV39H1	746
SUV39H1	2978
TAS2R30	1687
Z82209.2	2012
AC079950.1	568
AC079950.1	725
AL137100.2	315
AC106865.1	3034
AC106865.1	2292
AC087721.1	476
C6orf141	1450
C6orf141	1692
C6orf141	1820
C6orf141	442
C6orf141	585
C6orf141	650
C6orf141	628
RPL23	625
RPL23	444
RPL23	2821
RPL23	588
RPL23	2779
RPL23	429
RPL23	615
RPL23	333
RPL23	392
RPL23	3081
RPL23	549
TAS2R7	1096
MRGPRX4	1444
HMHB1	384
HMHB1	126
AC090099.4	1027
BX322557.1	379
LDAH	1895
LDAH	2045
LDAH	2116
LDAH	2907
LDAH	1179
LDAH	548
LDAH	566
LDAH	493
LDAH	826
LDAH	3663
LDAH	3807
LDAH	3728
LDAH	3837
OR6C65	1076
AC007529.2	1094
ACYP1	627
ACYP1	789
ACYP1	650
ACYP1	565
ACYP1	639
ACYP1	606
PMIS2	567
PMIS2	690
NFIA-AS2	1275
NFIA-AS2	649
NFIA-AS2	768
CYB5AP5	389
BRK1P2	223
KRTCAP3	872
KRTCAP3	665
KRTCAP3	942
KRTCAP3	724
KRTCAP3	505
KRTCAP3	373
KRTCAP3	956
ACTR8	3629
ACTR8	683
ACTR8	2091
ACTR8	1202
ACTR8	517
ACTR8	708
RPSAP73	330
GPANK1	2798
GPANK1	1910
GPANK1	1598
GPANK1	1800
GPANK1	1814
GPANK1	986
GPANK1	802
GPANK1	822
GPANK1	751
GPANK1	627
AC114485.1	657
RPS6P8	730
OR6N1	261
OR6N1	2640
OR6N1	1027
OR6K5P	945
MAP10	3516
AC091951.2	246
AC106795.6	331
AC106795.6	338
AC106795.6	106
RPL7P43	753
YWHAQP7	658
AC107032.1	480
AL035530.2	1675
AL035530.2	772
AL035530.2	587
AL035530.2	2682
AL035530.2	989
AL035530.2	2073
AC131235.1	732
AC073091.2	907
AC087269.1	666
AC087269.1	400
AC087269.2	975
CYCSP51	318
SMPD2	1645
SMPD2	482
SMPD2	613
AL139158.2	593
AL139158.2	573
BAP1	3937
BAP1	1654
BAP1	3434
BAP1	1234
BAP1	1127
BAP1	870
BAP1	1052
BAP1	699
BAP1	521
BAP1	578
BAP1	489
AC011452.1	575
AC004801.5	550
AC004801.5	530
CLDN23	2169
UTP11	573
UTP11	750
UTP11	2019
UTP11	1895
SLC22A10	1205
SLC22A10	2234
SLC22A10	559
SLC22A10	2026
SLC22A10	864
SLC22A10	699
PLEKHH1	6604
PLEKHH1	3383
PLEKHH1	595
PLEKHH1	2146
PLEKHH1	5555
PLEKHH1	591
PLEKHH1	1820
PLEKHH1	605
PLEKHH1	638
PLEKHH1	594
PLEKHH1	3670
PLEKHH1	510
PLEKHH1	573
PLEKHH1	171
PLEKHH1	747
PLEKHH1	2999
AC092134.2	1692
RBKS	1973
RBKS	2151
RBKS	735
RBKS	630
AC021171.1	706
AC233290.1	1186
BNC2-AS1	428
STYX	4554
STYX	4857
STYX	840
LYPD5	2499
LYPD5	2137
LYPD5	1519
LYPD5	576
LYPD5	551
LYPD5	569
LYPD5	607
LYPD5	2066
ARV1	1072
ARV1	1335
ARV1	1170
ARV1	1037
ARV1	991
ARV1	879
ARV1	1009
ZNF92P3	954
AC092134.3	1094
AC020659.2	585
AC020659.2	513
AL031864.1	423
AL121935.2	1072
NUDT9	1701
NUDT9	690
NUDT9	556
NUDT9	2458
NUDT9	566
NUDT9	951
NUDT9	440
NUDT9	576
RAP2A	5487
RAP2A	903
AL442067.2	363
AL442067.1	223
CFAP73	1514
CFAP73	1287
CFAP73	372
LINC01511	1616
LINC01511	1450
LINC01511	654
TRIM73	1425
TRIM73	458
TRIM73	1321
TRIM73	1169
TRIM73	3875
TRIM73	1358
TRIM73	1286
SF3A3	3673
SF3A3	775
SF3A3	793
SF3A3	891
SF3A3	776
SF3A3	704
SF3A3	273
SF3A3	527
AC026748.2	3251
AC211486.1	980
AC211486.1	468
FAM43B	2572
AL358472.5	1254
AL358472.5	1267
CTSK	1692
CTSK	467
CTSK	785
AL353795.2	425
BCAS2P2	674
TMEM78	2175
Z97200.1	2045
HORMAD1	1794
HORMAD1	1771
HORMAD1	1692
HORMAD1	720
HORMAD1	680
HORMAD1	791
HORMAD1	740
HORMAD1	779
OR4E2	2855
OR4E2	942
ATP6V1G2	1351
ATP6V1G2	1261
ATP6V1G2	583
ATP6V1G2	483
SEPT6	2609
SEPT6	1576
SEPT6	1393
SEPT6	1617
SEPT6	4652
SEPT6	2693
SEPT6	1061
SEPT6	836
SEPT6	4694
RPS15AP32	374
HSD17B11	1885
HSD17B11	843
HSD17B11	641
HSD17B11	571
HSD17B11	851
HSD17B11	569
HSD17B11	563
AC068020.1	661
AC064836.3	673
KCNH2	3267
KCNH2	4286
KCNH2	3374
KCNH2	2782
KCNH2	2430
KCNH2	2648
AL365396.1	671
LILRP2	2127
LILRP2	1383
MAN2A2	5124
MAN2A2	4918
MAN2A2	6704
MAN2A2	537
MAN2A2	2469
MAN2A2	583
MAN2A2	532
MAN2A2	430
MAN2A2	2671
MAN2A2	988
MAN2A2	790
MAN2A2	460
MAN2A2	643
MAN2A2	851
MAN2A2	1057
MAN2A2	1443
MAN2A2	492
MAN2A2	956
MAN2A2	576
MAN2A2	623
MAN2A2	569
MAN2A2	718
MAN2A2	731
MAN2A2	562
MAN2A2	449
MAN2A2	6268
MAN2A2	1049
MAN2A2	624
MAN2A2	529
MAN2A2	361
AL139082.1	3433
OR10G1P	944
SELL	2436
SELL	216
SELL	1346
SELL	522
SELL	701
SELL	619
AP001528.2	1156
AP001528.2	239
AP000654.2	586
ZNF444P1	298
AC025918.1	383
B3GLCT	4254
B3GLCT	811
LINC01669	413
LINC01669	475
LINC01669	505
LINC01669	233
LINC01669	713
PLA2G2C	3249
PLA2G2C	368
PLA2G2C	453
PYGM	2611
PYGM	3198
PYGM	470
PYGM	328
PYGM	2152
AL096678.1	472
LINC01702	745
LINC01702	423
LINC01702	487
AL590559.1	374
AC011479.1	528
AC011479.1	487
RPS27AP3	454
EIF4EP5	640
MRPL3	848
MRPL3	634
MRPL3	659
MRPL3	384
MRPL3	813
MRPL3	532
MRPL3	1706
MRPL3	1377
MRPL3	640
MRPL3	1457
AL356356.1	665
AL139041.1	610
TIPARP-AS1	441
TIPARP-AS1	554
TIPARP-AS1	735
BNIP3P24	557
HS6ST3	7804
HS6ST3	7073
SMG9	5510
SMG9	538
SMG9	2387
SMG9	563
SMG9	574
SMG9	1077
SMG9	1401
SMG9	650
SMG9	697
SMG9	550
SMG9	438
SMG9	576
SMG9	681
KCNMA1-AS1	3566
KCNMA1-AS1	436
KCNMA1-AS1	504
KCNMA1-AS1	772
KCNMA1-AS1	863
KCNMA1-AS1	1755
KCNMA1-AS1	597
KCNMA1-AS1	871
KCNMA1-AS1	868
KCNMA1-AS1	502
AL365181.2	3222
AC117383.2	322
MEIOB	1857
MEIOB	1694
MEIOB	1792
MEIOB	459
MEIOB	807
MEIOB	605
CDK2AP1	1625
CDK2AP1	1161
CDK2AP1	1281
CDK2AP1	1812
CDK2AP1	931
CDK2AP1	344
CDK2AP1	1144
RPS26P45	340
LINC02373	423
CLTB	1215
CLTB	1161
CLTB	527
CLTB	1489
CLTB	552
CLTB	417
CLTB	581
IGHV1-69	412
S100A5	710
S100A5	506
BX470102.1	531
CHCHD2P6	447
FAM96AP2	477
ME3	2240
ME3	2069
ME3	1573
ME3	1776
ME3	619
ME3	814
ME3	565
ME3	384
ME3	298
ME3	487
ME3	2311
ME3	1068
EDDM3CP	425
AC103724.4	292
IGHV1-67	357
HECTD4	1426
HECTD4	1030
HECTD4	543
HECTD4	2313
HECTD4	458
HECTD4	1655
HECTD4	2734
HECTD4	1203
HECTD4	587
HECTD4	15450
HECTD4	15759
HECTD4	543
HECTD4	564
HECTD4	1868
AKR1D1P1	936
CD247	1609
CD247	1678
CD247	1074
CD247	1078
CD247	1098
CD247	627
CD247	2922
RAMACL	1991
AC025465.4	638
HLA-C	976
HLA-C	1552
HLA-C	1530
HLA-C	1450
HLA-C	1536
HLA-C	1578
HLA-C	966
HLA-C	782
HLA-C	1073
HLA-C	858
HLA-C	975
HLA-C	1276
HLA-C	1874
HLA-C	752
HCG24	717
AL035696.4	2427
AL035696.1	2007
AL035696.1	676
TARS2	1998
TARS2	2729
TARS2	2162
TARS2	628
TARS2	2106
TARS2	850
TARS2	1855
TARS2	427
TARS2	832
TARS2	852
TARS2	568
TARS2	609
TARS2	311
TARS2	2188
LAPTM4BP1	690
BCDIN3D	3253
BCDIN3D	1129
AC015819.3	2674
MRPS35	1888
MRPS35	557
MRPS35	1715
MRPS35	466
MRPS35	750
TTTY16	192
RTKN2	2383
RTKN2	6641
RTKN2	2076
PRR9	1229
SPRR2F	681
TIMP1	892
TIMP1	1095
TIMP1	626
TIMP1	341
TIMP1	595
SPRR2C	219
OTUD3	6397
OTUD3	465
OTUD3	269
PRR14	554
PRR14	856
PRR14	786
PRR14	528
PRR14	2117
PRR14	2198
PRR14	600
PRR14	2124
PRR14	2316
PRR14	1059
PRR14	420
PRR14	902
PRR14	603
AL021707.2	786
AL021707.2	1080
AL021707.2	1325
AL021707.2	738
MANEAL	2685
MANEAL	2327
MANEAL	1015
MANEAL	1294
MANEAL	1930
TRAFD1	2697
TRAFD1	1003
TRAFD1	532
TRAFD1	867
TRAFD1	584
TRAFD1	1043
TRAFD1	983
TRAFD1	560
TRAFD1	3178
AC007317.1	2467
ZNF705B	1207
ZNF419	2319
ZNF419	577
ZNF419	568
ZNF419	567
ZNF419	1857
ZNF419	572
ZNF419	2403
ZNF419	2323
ZNF419	3654
ZNF419	462
ZNF419	2186
ZNF419	561
ZNF419	2309
ZNF419	746
ZNF419	690
ZNF419	5542
ZNF419	1569
RPS3AP41	778
AC091046.1	207
MRPS21	1226
MRPS21	1462
BNIP3P36	574
AC087893.2	255
C1orf35	2256
C1orf35	1429
C1orf35	1427
C1orf35	3554
C1orf35	548
C1orf35	588
C1orf35	854
KIF3A	6325
KIF3A	3266
KIF3A	738
KIF3A	445
KIF3A	2181
KIF3A	731
KIF3A	658
KIF3A	3333
YBX1P1	960
MTCO2P19	598
PRRT1	1361
PRRT1	2782
PRRT1	1355
PRRT1	1909
PRRT1	1726
PRRT1	497
PRRT1	620
PRRT1	543
PRRT1	567
PRRT1	548
PRRT1	493
PRRT1	504
PARM1	4308
PARM1	5011
AKR1A1	1818
AKR1A1	840
AKR1A1	775
AKR1A1	910
AKR1A1	516
AKR1A1	1166
AKR1A1	1018
AKR1A1	667
AKR1A1	948
AKR1A1	421
AKR1A1	552
AKR1A1	630
AKR1A1	335
AKR1A1	1360
BTC	2816
BTC	624
DUSP11	1653
DUSP11	787
DUSP11	588
DUSP11	2175
DUSP11	672
HIGD1A	1373
HIGD1A	1322
HIGD1A	983
HIGD1A	741
HIGD1A	585
AL451047.1	814
GIMAP2	556
GIMAP2	1449
GIMAP2	309
HNRNPA1P2	960
ZNF264	12163
ZNF264	359
ZNF264	774
ZNF264	681
ZNF264	705
ZNF264	2078
AL451074.6	729
GIMAP6	3440
GIMAP6	876
GIMAP6	3910
C6orf10	778
C6orf10	753
AC025588.3	274
ATP6V0A4	3136
ATP6V0A4	3051
ATP6V0A4	2234
ATP6V0A4	2017
ATP6V0A4	1583
ATP6V0A4	2709
ATP6V0A4	318
ATP6V0A4	764
ATP6V0A4	527
ATP6V0A4	3090
WDR95P	1542
AL589765.6	549
AC012470.1	2848
ADAM1A	2129
ARL6IP4	1591
ARL6IP4	1644
ARL6IP4	1295
ARL6IP4	1491
ARL6IP4	1119
ARL6IP4	1339
ARL6IP4	799
ARL6IP4	910
ARL6IP4	1318
ARL6IP4	1684
ARL6IP4	716
ARL6IP4	818
ARL6IP4	1782
ARL6IP4	1273
ARL6IP4	1677
ARL6IP4	796
ARL6IP4	1370
ARL6IP4	796
ARL6IP4	546
ARL6IP4	562
KIAA1549	12379
KIAA1549	6283
MAPKAPK5-AS1	2290
MAPKAPK5-AS1	930
MAPKAPK5-AS1	1957
MAPKAPK5-AS1	602
MAPKAPK5-AS1	543
MAPKAPK5-AS1	605
MAPKAPK5-AS1	662
BHMT	2502
BHMT	748
BHMT	591
BHMT	1207
BHMT	590
BHMT	711
AL590240.3	943
AL590240.4	390
AC020937.1	1013
PBDC1	1201
PBDC1	977
AL138955.1	1040
MAGEE2	2249
KIR2DS1	1101
AL391001.1	715
AL357568.2	1517
MUC20	521
MUC20	2463
MUC20	2842
MUC20	2589
MUC20	867
MUC20	579
MUC20	589
MUC20	2326
POLRMT	469
POLRMT	3835
POLRMT	1229
POLRMT	380
POLRMT	490
POLRMT	1106
POLRMT	1043
POLRMT	966
ZDHHC15	5796
ZDHHC15	899
ZDHHC15	6012
HSPA5	3908
DDX39BP1	192
AC007608.3	5214
AC007608.3	1109
RPL7AP69	806
KIR2DL5A	1632
AC016747.1	2532
AC016747.1	892
AC016747.1	595
AC016747.1	434
ACSM4	2142
ACSM4	710
C6orf118	770
C6orf118	1812
C6orf118	517
AL357568.1	1963
AL079342.1	267
LYZ	1530
LYZ	669
LYZ	558
AC020656.1	599
ADGRG3	2728
ADGRG3	590
ADGRG3	1057
ADGRG3	1785
ADGRG3	2317
ADGRG3	688
ADGRG3	1215
AC074099.1	679
KIR3DL3	1314
FAM153B	1641
FAM153B	721
FAM153B	557
FAM153B	1071
FAM153B	377
FAM153B	1966
FAM153B	542
FAM153B	1533
FAM153B	602
FAM153B	532
FAM153B	581
FAM153B	545
FAM153B	587
FAM153B	1913
FAM153B	1050
AC018552.2	804
KRTAP5-8	1183
RPL21P123	407
AC104996.1	591
AGTRAP	1067
AGTRAP	942
AGTRAP	786
AGTRAP	976
AGTRAP	1116
AGTRAP	1100
AGTRAP	1055
AGTRAP	1107
AGTRAP	809
AGTRAP	849
AGTRAP	748
AGTRAP	919
AGTRAP	566
AGTRAP	717
ARGFX	992
FICD	3347
FICD	603
FICD	1816
FICD	397
FICD	458
E2F8	3432
E2F8	3240
E2F8	443
E2F8	719
E2F8	3519
AC006115.2	202
KIR2DL4	1548
AL445189.2	259
AL596325.1	1082
UQCRBP2	297
DPP10	883
DPP10	6278
DPP10	2165
DPP10	3883
DPP10	457
DPP10	862
DPP10	2758
DPP10	3052
DPP10	913
DPP10	553
DPP10	565
DPP10	546
DPP10	548
RPSAP23	883
UHMK1	8478
UHMK1	3345
UHMK1	8446
UHMK1	8117
SLAMF6P1	602
AC126177.7	679
AC006115.3	560
ASCL4	2260
AL353689.1	199
AC093752.1	605
AC093752.1	979
AC093752.1	563
AC093752.1	849
AC093752.1	569
AC093752.1	336
AC093752.1	585
AC093752.1	981
AC093752.1	541
AC093752.1	425
AC093752.1	850
AC093752.1	453
AC093752.1	2376
AL353813.1	253
AC138150.2	2053
AC138150.2	547
OLFML2B	496
OLFML2B	3160
OLFML2B	559
OLFML2B	2685
OLFML2B	1153
IGHVIV-44-1	338
PSEN2	734
PSEN2	2306
PSEN2	627
PSEN2	1947
PSEN2	730
PSEN2	782
PSEN2	2465
PSEN2	1163
PSEN2	566
PSEN2	570
PSEN2	1972
ALAS2	1936
ALAS2	1940
ALAS2	2027
ALAS2	1795
ALAS2	959
ALAS2	646
ALAS2	474
ALAS2	583
ALAS2	664
ALAS2	582
IGHV3-41	348
Z98742.2	187
AC131097.6	524
AC131097.6	507
AC131097.6	439
SAR1AP1	596
AC097467.3	501
AC097467.3	470
AC097467.3	790
AC097467.3	827
AC097467.3	594
AC097467.3	838
AC097467.3	725
AC097467.3	670
AC097467.3	615
AC097467.3	705
AC097467.3	641
AC097467.3	568
AC097467.3	726
AC097467.3	843
AC097467.3	793
AC097467.3	1293
AC097467.3	790
AC097467.3	643
AC097467.3	833
AC097467.3	777
AC097467.3	968
AC097467.3	746
AC097467.3	449
AC097467.3	514
AC097467.3	568
AC097467.3	771
AC097467.3	657
AC097467.3	967
AC097467.3	810
AC097467.3	535
AC097467.3	524
AC097467.3	494
AC097467.3	628
AC097467.3	596
AC097467.3	561
AC097467.3	785
AC097467.3	734
AC097467.3	683
AC008764.10	1830
ARSB	5329
ARSB	612
ARSB	2316
ARSB	3845
ARSB	1159
ARSB	573
AC010154.1	269
IGHV3-33-2	346
IGHVII-33-1	280
MTCYBP6	138
COX5AP2	394
IGHV3-29	344
IGHV3-30-2	355
PDCD1	2114
PDCD1	1019
PDCD1	366
FP565260.4	513
AL442663.2	511
AC011944.2	683
HSPA7	1927
C1orf194	663
C1orf194	485
C1orf194	731
C1orf194	534
C1orf194	418
C1orf194	956
AC004696.2	331
TRMT10A	3516
TRMT10A	3694
TRMT10A	1638
TRMT10A	802
TRMT10A	788
TRMT10A	261
TRMT10A	846
HIST2H2BC	6440
HIST2H2BC	580
AC004917.1	575
AC004917.1	760
AC004917.1	543
AC004917.1	701
AGPAT4-IT1	1878
AGPAT4	7865
AGPAT4	490
AGPAT4	875
AGPAT4	942
AGPAT4	7705
ANKRD18DP	1975
ANKRD18DP	2897
ANKRD18DP	2171
ANKRD18DP	417
LINC01405	524
LINC01405	705
LINC01405	364
LINC01405	674
AC002351.1	590
AC002351.1	565
AL591135.1	5914
LAIR1	1515
LAIR1	1522
LAIR1	1609
LAIR1	2570
LAIR1	814
LAIR1	956
LAIR1	1199
LAIR1	1730
LAIR1	550
LAIR1	624
LAIR1	650
LAIR1	559
LAIR1	638
LAIR1	582
LAIR1	936
LAIR1	531
LAIR1	839
LAIR1	806
LAIR1	552
LAIR1	561
LAIR1	1048
LAIR1	1821
LAIR1	572
LAIR1	574
LAIR1	586
LAIR1	572
LAIR1	524
LAIR1	631
LAIR1	2762
POLR2KP1	168
GALNT13	5536
GALNT13	510
GALNT13	2591
GALNT13	1642
GALNT13	782
GALNT13	606
GALNT13	528
GALNT13	668
GALNT13	483
GALNT13	572
RAB40C	692
RAB40C	753
RAB40C	648
RAB40C	2699
RAB40C	783
RAB40C	565
RAB40C	710
RAB40C	921
RAB40C	2439
RAB40C	2609
RAB40C	2717
RAB40C	2569
CDC34	1471
CDC34	900
CDC34	1147
CDC34	357
CDC34	1062
CDC34	899
CDC34	359
ZNF98	2338
ZNF98	595
ZNF98	566
ZNF98	493
ZNF98	492
LINC01785	1112
AC025674.3	2971
AC106786.1	792
AC106786.1	534
IGHV3-21	430
AC020917.2	401
DNER	3260
DNER	842
IGHV3-19	291
AL355297.2	129
ZNF92P2	1059
CICP12	843
SLC35C1	1756
SLC35C1	582
SLC35C1	4171
SLC35C1	695
LUCAT1	2176
LUCAT1	1357
LUCAT1	1913
LUCAT1	857
LUCAT1	960
LUCAT1	1204
LUCAT1	2666
LUCAT1	793
LUCAT1	604
LUCAT1	3056
LUCAT1	2024
LUCAT1	1012
LUCAT1	545
LUCAT1	1972
LUCAT1	1687
LUCAT1	1337
LUCAT1	1278
LUCAT1	967
LUCAT1	1179
LUCAT1	1711
LUCAT1	881
LUCAT1	935
LUCAT1	1505
LUCAT1	1346
LUCAT1	1142
LUCAT1	1042
LUCAT1	601
LUCAT1	1149
LUCAT1	737
LUCAT1	374
LUCAT1	820
LUCAT1	1407
LUCAT1	1227
LUCAT1	1080
LUCAT1	1165
LUCAT1	917
LUCAT1	798
LUCAT1	1773
LUCAT1	2059
LUCAT1	1977
LUCAT1	1212
LUCAT1	3066
LUCAT1	1222
LUCAT1	1043
LUCAT1	1260
LUCAT1	969
LUCAT1	1457
LUCAT1	1757
LUCAT1	1045
LUCAT1	1300
LUCAT1	1007
LUCAT1	1498
LUCAT1	809
LUCAT1	646
LUCAT1	549
AC005920.4	492
RPL5P33	905
RBX1	574
RBX1	1188
RBX1	1871
Z69706.1	547
AC026786.1	1374
AC103855.1	564
KRTAP5-6	561
AC091812.3	345
KRTAP5-3	899
HBA1	577
HBA1	674
HBA1	504
HBA1	410
AP000777.1	355
PDCD1	2114
PDCD1	1019
PDCD1	366
AC092809.2	437
AC092809.2	790
AC131097.4	571
AC024575.1	682
AP003041.1	1180
LILRP1	183
GTF2IP20	2046
GTF2IP20	2966
GTF2IP20	360
ARID1B	10813
ARID1B	7962
ARID1B	8246
ARID1B	576
ARID1B	696
ARID1B	8853
ARID1B	406
ARID1B	6528
ARID1B	1401
ARID1B	824
ARID1B	445
ARID1B	2199
ARID1B	4443
ARID1B	1468
ARID1B	5830
ARID1B	2255
ARID1B	1290
ARID1B	5913
ARID1B	974
ARID1B	5073
ARID1B	5284
ARID1B	1489
ARID1B	4610
ARID1B	4048
ARID1B	2887
ARID1B	4235
ARID1B	3915
ARID1B	5910
ARID1B	831
ARID1B	318
ARID1B	994
ARID1B	6386
ARID1B	3848
ARID1B	5043
ARID1B	1551
ARID1B	9636
AL391361.1	489
AL359091.2	1734
SCFD2	3176
SCFD2	2221
SCFD2	529
SCFD2	1320
IGHVIII-13-1	291
IGHV3-13	430
AC024580.2	231
IGHV1-2	417
ADAM6	1843
ADAM6	999
PURA	597
PURA	502
PURA	11497
ATP5PBP4	746
UBQLN4P2	948
AL355388.2	2157
CLCC1	4803
CLCC1	319
CLCC1	2468
CLCC1	752
CLCC1	2078
CLCC1	1124
CLCC1	1316
CLCC1	4151
CLCC1	4343
CEACAMP10	1721
CEACAMP10	496
LINC01238	2170
LINC01238	599
WEE2-AS1	2262
WEE2-AS1	1412
WEE2-AS1	1258
WEE2-AS1	2259
WEE2-AS1	1724
WEE2-AS1	565
WEE2-AS1	580
WEE2-AS1	676
WEE2-AS1	670
WEE2-AS1	531
AL031847.2	663
ABCA17P	467
ABCA17P	328
ABCA17P	4188
ABCA17P	1700
ABCA17P	476
ABCA17P	466
ABCA17P	3478
PABPC1P8	2086
FAM205C	983
FAM205C	1017
FAM205C	468
AL450338.1	512
STAP2	409
STAP2	568
STAP2	1508
STAP2	1426
STAP2	2043
STAP2	583
STAP2	805
STAP2	818
STAP2	686
STAP2	837
CDV3P1	739
TAS2R6P	826
TAS2R4	2378
NRG2	2923
NRG2	3020
NRG2	1944
NRG2	2535
NRG2	2559
NRG2	1682
NRG2	508
NRG2	597
NRG2	3723
ZNF362	712
ZNF362	3106
ZNF362	197
ZNF362	495
ZNF362	2936
AC010735.2	584
AC091133.1	483
SNF8	2319
SNF8	560
SNF8	1051
SNF8	951
SNF8	571
SNF8	687
SNF8	1899
SNF8	677
SNF8	583
SNF8	700
SNF8	742
SNF8	775
SNF8	863
SNF8	429
SNF8	455
SNF8	823
SNF8	445
LPA	6414
LPA	1713
LPA	1839
LINC01705	562
Z98883.1	916
Z98883.1	1289
AC005538.2	1864
AL139128.1	941
AL049541.1	642
SPSB3	1784
SPSB3	2316
SPSB3	1781
SPSB3	1628
SPSB3	1746
SPSB3	1449
SPSB3	1509
SPSB3	876
SPSB3	580
SPSB3	898
SPSB3	714
SPSB3	520
AL137078.1	404
AL355592.1	386
DNALI1	2649
DNALI1	712
DNALI1	511
DNALI1	3539
DNALI1	621
RPL7AP33	588
TPT1P9	514
USP9YP2	1000
NF1P12	583
RPL35AP18	305
GAPDHP63	1007
AL360013.2	807
GPN3	1468
GPN3	1491
GPN3	833
GPN3	353
GPN3	564
GPN3	640
GPN3	541
GPN3	497
GPN3	638
GPN3	1604
C1orf140	4340
C1orf140	645
ZBTB16	2523
ZBTB16	4427
ZBTB16	773
ZBTB16	572
ZBTB16	2287
ZBTB16	757
ZBTB16	534
ZBTB16	705
ZBTB16	727
AL445466.1	357
HLX-AS1	563
GNL2	635
GNL2	2334
GNL2	2409
GNL2	422
GNL2	698
GNL2	533
GNL2	630
GNL2	493
GNL2	539
VSIG1	2997
VSIG1	570
VSIG1	419
VSIG1	641
VSIG1	3236
AC107015.1	747
AC107304.1	296
TCF21	4551
TCF21	3010
CHD5	9646
CHD5	558
CHD5	4396
CHD5	3044
CHD5	4966
CHD5	646
AC016700.2	156
IMPDH1P3	1549
GRPEL2P3	640
MARC1	7439
MARC1	347
MARC1	1760
MARC1	2707
MARC1	443
MARC1	444
MARC1	346
TMED7-TICAM2	3491
TMED7-TICAM2	3453
TMED7-TICAM2	736
AC090616.1	447
AC090616.1	442
WDR45BP1	1029
AC083867.1	457
TEX13B	1248
AL160272.1	3176
AL160272.1	1688
AL160272.1	7753
AL160272.1	547
AL160272.1	4045
AL160272.1	2406
AL160272.1	521
DCAKD	2045
DCAKD	2030
DCAKD	990
DCAKD	1000
DCAKD	506
DCAKD	727
DCAKD	2054
DCAKD	2122
AC025287.4	1240
COX6C	562
COX6C	566
COX6C	1098
COX6C	433
COX6C	646
COX6C	571
COX6C	429
COX6C	513
COX6C	694
COX6C	724
COX6C	745
GEMIN5	5397
GEMIN5	573
GEMIN5	557
FNDC7	3332
FNDC7	1667
AL451081.1	245
SNX2	2128
SNX2	763
SNX2	200
SNX2	819
SNX2	908
SNX2	2119
SNX2	1412
SNX2	555
SNX2	579
SNX2	798
SNX2	823
SNX2	484
SNX2	498
AC068587.2	186
AC104117.4	847
AL121957.1	338
AL121957.1	329
FAM78A	4560
FAM78A	3659
FAM78A	3966
FAM78A	792
ACBD4	589
ACBD4	593
ACBD4	570
ACBD4	1998
